1000;DUCADOS AZUL BLANDO;10;Cajetilla;4.20 ;0
1001;FORTUNA ROJO BLANDO;10;Cajetilla;4.10 ;0
1004;CHESTERFIELD CLASSIC RED DURO;10;Cajetilla;4.20 ;0
1005;FARIAS SUPERIORES (50);1;Caja;62.50 ;0
1006;WINSTON CLASSIC KS BOX;10;Cajetilla;4.10 ;0
1008;LUCKY STRIKE RED;10;Cajetilla;4.10 ;0
1009;CAMEL FILTERS BOX 20;10;Cajetilla;4.20 ;0
1011;NOBEL DURO;10;Cajetilla;4.10 ;0
1012;B.N. CLASICO DURO;10;Cajetilla;4.15 ;0
1013;CELTAS FILTRO BLANDO;10;Cajetilla;4.15 ;0
1014;GOLD COAST FILTERS (ROJO);10;Cajetilla;3.95 ;0
1015;DUCADOS AZUL DURO;10;Cajetilla;4.20 ;0
1017;CALYPSO REIG 15 NL (10);10;Estuche;5.80 ;0
1018;CALYPSO REIG 15 MINOR NL(10);10;Estuche;4.00 ;0
1020;FARIAS SUPERIORES (25);1;Caja;31.25 ;0
1021;DUCADOS AZUL/BLANCO BLANDO;10;Cajetilla;4.20 ;0
1022;FORTUNA ROJO DURO 20;10;Cajetilla;4.10 ;0
1023;HERENCIA BLANDO;10;Cajetilla;4.45 ;0
1026;GOLDEN AMERICAN CLASSIC RED;10;Cajetilla;3.65 ;0
1028;NOBEL BLANDO;10;Cajetilla;3.95 ;0
1030;CALYPSO REIG MINI NL(20);5;Estuche;4.85 ;0
1031;ROYAL CROWN FILTER;10;Cajetilla;4.10 ;0
1032;PALL MALL N.ORLEANS/RED;10;Cajetilla;3.95 ;0
1033;GOLD COAST BLUE (AZUL);10;Cajetilla;3.95 ;0
1034;CORONAS A.B. DURO;10;Cajetilla;3.95 ;0
1035;BISONTE DURO;10;Cajetilla;4.15 ;0
1036;FORTUNA AZUL DURO 20;10;Cajetilla;4.10 ;0
1039;REX F.F. BLANDO;10;Cajetilla;4.15 ;0
1041;REALES BLANDO;10;Cajetilla;4.15 ;0
1046;CORONAS CLASICO BLANDO;10;Cajetilla;4.20 ;0
1047;GOLDEN AMERICAN CLASSIC BLUE;10;Cajetilla;3.65 ;0
1049;CAMEL BLUE 20;10;Cajetilla;4.20 ;0
1050;JPS AMERICAN BLEND RED;10;Cajetilla;3.95 ;0
1051;CHESTERFIELD CL BLUE DURO;10;Cajetilla;4.20 ;0
1052;CONDAL BLANDO 100;10;Cajetilla;4.15 ;0
1056;B.N. BEIGE DURO;10;Cajetilla;4.15 ;0
1059;GOLD COAST WHITE (BLANCO);10;Cajetilla;3.95 ;0
1062;WINSTON CLASSIC KS SOFT;10;Cajetilla;4.10 ;0
1064;GUAJIRO BREVAS. (50);1;Caja;23.50 ;0
1065;FORTUNA MENTHOL DURO;10;Cajetilla;4.10 ;0
1066;B.N. CLASICO BLANDO;10;Cajetilla;4.15 ;0
1068;ALVARO BREVAS (50);1;Caja;21.00 ;0
1069;BISONTE BLANDO;10;Cajetilla;4.15 ;0
1070;ALVARO SALUDOS (25);1;Caja;11.75 ;0
1071;WEST RED;10;Cajetilla;3.95 ;0
1072;MONTECRISTO N.4 (25);1;Caja;162.50 ;0
1073;DALIA D.JULIAN N.1. NL (25);1;Caja;72.50 ;0
1074;FORTUNA PLATA DURO;10;Cajetilla;4.10 ;0
1077;FARIAS CLUB (20);10;Estuche;4.55 ;0
1080;GUAJIRO PALMEROS (50);1;Estuche;19.50 ;0
1082;F.SAVANE PETIT CIGARE (20);10;Estuche;4.75 ;0
1085;LUCKY STRIKE SILVER;10;Cajetilla;4.10 ;0
1088;SOMBRA BLANDO;10;Cajetilla;4.15 ;0
1090;DALIA D.JULIAN N.5 NL (5);5;Estuche;6.75 ;0
1091;LUCKY STRIKE RED BLANDO;10;Cajetilla;3.95 ;0
1092;CAMEL FILTERS SOFT;10;Cajetilla;4.20 ;0
1093;LA PAZ WILDE CILLOS (20);10;Lata;6.10 ;0
1095;R 1 ROJO;10;Cajetilla;4.45 ;0
1096;GUAJIRO TROMPETAS (20).;5;Estuche;6.00 ;0
1097;HERENCIA DURO;10;Cajetilla;4.45 ;0
1098;SUPERKINGS;10;Cajetilla;4.40 ;0
1102;DALIA REIG 7 MINOR NL (10);10;Estuche;4.00 ;0
1103;GUAJIRO ESP.GUAJIRO. (50);1;Caja;20.00 ;0
1105;BROOKLYN ROJO DURO;10;Cajetilla;3.65 ;0
1107;GOLD COAST MENTHOL (VERDE);10;Cajetilla;3.95 ;0
1108;JPS AMERICAN BLEND SILVER;10;Cajetilla;3.95 ;0
1109;LARK;10;Cajetilla;4.50 ;0
1111;DIANA DURO;10;Cajetilla;3.95 ;0
1112;REGAL KS;10;Cajetilla;4.50 ;0
1114;ALVARO CEDROS (25);1;Caja;19.50 ;0
1115;CORONAS NEGRO ORO DURO;10;Cajetilla;4.20 ;0
1116;CORONAS A.B. BLANDO 100;10;Cajetilla;3.95 ;0
1117;R 1 AZUL;10;Cajetilla;4.45 ;0
1118;ROYAL CROWN BLUE;10;Cajetilla;4.10 ;0
1120;NOBEL PLATA;10;Cajetilla;4.10 ;0
1122;WEST SILVER;10;Cajetilla;3.95 ;0
1124;CORONAS A.B. SILVER DURO;10;Cajetilla;3.95 ;0
1128;QUINTERO BREVAS (25);1;Caja;45.00 ;0
1129;GUAJIRO SEÑORITAS (50);1;Estuche;13.50 ;0
1131;LAMBERT & BUTLER KS;10;Cajetilla;4.35 ;0
1132;WINSTON BLUE;10;Cajetilla;4.10 ;0
1133;PIPER MENTHOL BLANDO;10;Cajetilla;4.15 ;0
1134;SOVEREIGN KING SIZE;10;Cajetilla;3.75 ;0
1137;RAFAEL GONZ. PANETELAS EXT. (25);1;Caja;43.75 ;0
1140;BROOKLYN AZUL DURO;10;Cajetilla;3.65 ;0
1143;REX PLATA DURO;10;Cajetilla;4.15 ;0
1144;SILK CUT PURPLE;10;Cajetilla;4.50 ;0
1146;PALL MALL S.FRANCISCO/BLUE;10;Cajetilla;3.95 ;0
1148;HB RED;10;Cajetilla;4.10 ;0
1149;LA PAZ MINI WILDE CILLOS (20);10;Lata;5.50 ;0
1150;BONCALO DURO;10;Cajetilla;4.15 ;0
1153;MONTECRISTO MINI (20);5;Estuche;9.60 ;0
1155;PHILIP MORRIS SUPREME;10;Cajetilla;4.25 ;0
1156;AGIO MEHARI S JAVA (20);10;Estuche;4.90 ;0
1158;GAULOISES RUBIO ROJO;10;Cajetilla;3.95 ;0
1160;PANTER BLUE . (20);10;Estuche;4.90 ;0
1171;PICADURA SELECTA (40G);10;Bolsa;5.80 ;0
1173;MINI DAVIDOFF (20);10;Estuche;11.60 ;0
1174;GAULOISES RUBIO AZUL;10;Cajetilla;3.95 ;0
1175;CAMEL NON FILTER SOFT;10;Cajetilla;4.20 ;0
1176;AGIO MEHARI S ECUADOR. (20);10;Estuche;4.90 ;0
1179;MONTECRISTO N.3 (25);1;Caja;212.50 ;0
1180;COHIBA MINI (20);5;Estuche;12.00 ;0
1185;LA PAZ WILDE CIGARRO (20);5;Estuche;9.80 ;0
1188;DUNHILL INTERNATIONAL;10;Cajetilla;5.00 ;0
1189;DALIA D.JULIAN MINI NL (20);5;Estuche;5.20 ;0
1190;COHIBA DURO;10;Cajetilla;3.95 ;0
1191;CORONAS CLASICO DURO;10;Cajetilla;4.20 ;0
1192;LUCKY STRIKE CORTO SIN FILTRO;10;Cajetilla;4.00 ;0
1195;SUPERKINGS BLUE;10;Cajetilla;4.40 ;0
1196;DALIA D.JULIAN N.5 (25)NL;1;Caja;37.50 ;0
1203;DUCADOS LUJO DURO;10;Cajetilla;4.50 ;0
1204;CORONAS A.B. GOLD DURO;10;Cajetilla;3.95 ;0
1205;CORONAS NEGRO PLATA DURO;10;Cajetilla;4.20 ;0
1210;GAULOISES RUBIO AMARILLO;10;Cajetilla;3.95 ;0
1212;PICADURA FINA SUPERIOR (40G);10;Bolsa;5.70 ;0
1214;CORONAS A.B. DURO 100;10;Cajetilla;3.95 ;0
1216;PANTER MIGNON LUXE (20);10;Estuche;5.00 ;0
1218;EMBASSY NUMBER 1;10;Cajetilla;4.50 ;0
1219;PANTER SMALL . (20);10;Estuche;4.90 ;0
1220;PALL MALL ALASKA/MENTHOL;10;Cajetilla;3.95 ;0
1222;LA PAZ GRAN CORONA (25);1;Caja;62.50 ;0
1223;MONTECRISTO N.5 (25);1;Caja;131.25 ;0
1225;SILK CUT SILVER;10;Cajetilla;4.50 ;0
1230;GITANES CORTOS SIN FILTRO DURO;10;Cajetilla;4.65 ;0
1232;AGIO MEHARI S SWEET ORIENT.(20);10;Estuche;4.90 ;0
1234;DALIA D.JULIAN N.1 . NL (5);5;Estuche;13.75 ;0
1235;MONTECRISTO N.4 (5);5;Estuche;32.50 ;0
1236;GUAJIRO AROMAS (10);10;Caja;3.00 ;0
1238;CORONAS RESERVA DURO;10;Cajetilla;4.45 ;0
1240;KOOL FILTER KINGS;10;Cajetilla;4.50 ;0
1243;FONSECA DELICIAS (25);1;Caja;66.25 ;0
1248;ROTHMANS BLUE;10;Cajetilla;4.50 ;0
1250;DALIA D.JULIAN N.3 NL (5);5;Estuche;12.00 ;0
1254;AGIO DELIGHT . (20);10;Estuche;4.90 ;0
1257;AGIO MEHARI S BRASIL (20);10;Estuche;4.90 ;0
1258;JPS BLACK;10;Cajetilla;3.95 ;0
1259;ALVARO ELEGANTES (25);1;Caja;20.75 ;0
1262;PARTAGAS DURO;10;Cajetilla;4.45 ;0
1263;JPS AMERICAN BLEND WHITE;10;Cajetilla;3.95 ;0
1269;PICADURA IDEALES CUAD. 40G;10;Bolsa;5.90 ;0
1270;CORONAS A.B. MENTHOL DURO;10;Cajetilla;3.95 ;0
1272;SILK CUT WHITE;10;Cajetilla;4.50 ;0
1278;HAMLET FINE CIGARS 5;10;Estuche;3.95 ;0
1285;VOGUE SUPER SLIMS BLUE;10;Cajetilla;4.50 ;0
1295;FONSECA COSACOS (25);1;Caja;112.50 ;0
1299;GITANES CORTOS CON FILTRO DURO;10;Cajetilla;4.65 ;0
1301;PRINCE ORIGINAL/RICH TASTE;10;Cajetilla;4.50 ;0
1303;GUAJIRO PALMERITOS (10);10;Estuche;1.90 ;0
1306;VASCO DA GAMA Nº2 CLARO (25);1;Caja;32.50 ;0
1307;REY MUNDO DEMI TASSE (25);1;Caja;58.75 ;0
1311;LAMBERT & BUTLER GOLD;10;Cajetilla;4.35 ;0
1313;WINSTON CLASSIC RED 100;10;Cajetilla;4.10 ;0
1314;CLUBMASTER MINI N.121 SUM.(20);10;Lata;3.50 ;0
1316;NEOS EXTRA (10);10;Estuche;2.10 ;0
1318;FLOR CANO SELECTOS (25);1;Caja;62.50 ;0
1321;MINI DAVIDOFF (50);1;Caja;29.00 ;0
1324;FONSECA N.1 (25);1;Caja;151.25 ;0
1329;CRAVEN A RED;10;Cajetilla;4.50 ;0
1332;GUAJIRO N.5 (25);1;Caja;21.25 ;0
1333;MONTECRISTO N.1 (25);1;Caja;266.25 ;0
1334;KENSITAS CLUB KING SIZE;10;Cajetilla;4.50 ;0
1337;FONSECA CADETES (25);1;Caja;63.75 ;0
1340;F.T.PARTAGAS SUPERPARTAGAS(25);1;Caja;125.00 ;0
1346;NOBEL PETIT SMALL CIGAR (20);5;Estuche;7.45 ;0
1352;MORE FILTERS BOX;10;Cajetilla;4.75 ;0
